"Sex","First Name","Last Name","Type","Email","Mobile Phone","Organisation","Branch","Office Phone","Office","Job Title","Home Address","Home Country","Home L1","Home L2","Home L3","Home Lat","Home Lon"
"Mr.","Lucio","Rodriques","Volunteer","lucio.rodriques@hotmail.com","+(670) 5606-5577","Timor-Leste Red Cross Society",,,,,"Metinaro","TL","Dili","Metinaro","Sabuli",-8.52993,125.74083
"Ms.","Clàudia","da Cunha","Volunteer","claudia.dacunha@gmail.com","+(670) 1483-7999","Timor-Leste Red Cross Society",,,,,"Lacolio","TL","Baucau","Quelicai","Baguia",-8.58616,126.54613
"Ms.","Adriana","Mondego","Volunteer","adriana.mondego@yahoo.com","+(670) 1875-1835","Timor-Leste Red Cross Society",,,,,"Saharaitaurema","TL","Ermera","Letefoho","Eraulo",-8.8267,125.49028
"Ms.","Elly","Paulo","Volunteer","elly.paulo@hotmail.com","+(670) 1516-5315","Timor-Leste Red Cross Society",,,,,"Uasufa","TL","Baucau","Baguia","Alaua Leten",-8.62852,126.65959
"Mr.","Orlando","Rafael","Volunteer","orlando.rafael@gmail.com","+(670) 2224-7819","Timor-Leste Red Cross Society",,,,,"Fatumering","TL","Aileu","Liquidoe","Manucasa",-8.70773,125.63828
"Mr.","Yakobus","Gomes","Volunteer","yakobus.gomes@yahoo.com","+(670) 5173-2562","Timor-Leste Red Cross Society",,,,,"Nobularan","TL","Manufahi","Alas","Dotic",-9.05559,125.87713
"Mr.","Abrao","da Vidigal","Volunteer","abrao.davidigal@hotmail.com","+(670) 1179-8619","Timor-Leste Red Cross Society",,,,,"Uaimare","TL","Viqueque","Uatucarbau","Afaloicai",-8.66587,126.66882
"Ms.","Mariana","Jose da C.","Volunteer","mariana.josedac@gmail.com","+(670) 4881-4768","Timor-Leste Red Cross Society",,,,,"Lequliwatu","TL","Baucau","Baucau","Bucoli",-8.48648,126.34456
"Mr.","Andreia","Martins","Volunteer","andreia.martins@yahoo.com","+(670) 1007-2383","Timor-Leste Red Cross Society",,,,,"Baguia","TL","Baucau","Quelicai","Baguia",-8.5889,126.54718
"Ms.","Maria","dos Santos","Volunteer","maria.dossantos@hotmail.com","+(670) 8033-7398","Timor-Leste Red Cross Society",,,,,"Kaikasa","TL","Aileu","Aileu Vila","Fatubosa",-8.83842,125.53007
"Ms.","Mariano","Alves","Volunteer","mariano.alves@gmail.com","+(670) 3451-8494","Timor-Leste Red Cross Society",,,,,"Kiubose","TL","Oecusse","Pante Macasar","Naimeco",-9.28548,124.37647
"Mr.","Apolonius","Saboga","Volunteer","apolonius.saboga@yahoo.com","+(670) 9570-4081","Timor-Leste Red Cross Society",,,,,"Bilekun","TL","Bobonaro","Balibo","Balico Vila",-8.95736,125.07143
"Mr.","Aleixo","Batuca","Volunteer","aleixo.batuca@hotmail.com","+(670) 8419-2549","Timor-Leste Red Cross Society",,,,,"Hedamea","TL","Ermera","Hatolia","Hatolia",-8.82409,125.32266
"Mr.","Erculano","Noel Sila","Volunteer","erculano.noelsila@gmail.com","+(670) 8364-1485","Timor-Leste Red Cross Society",,,,,"Nelgen","TL","Bobonaro","Bobonaro","Oe-Leu",-9.03888,125.28139
"Ms.","Vanessa","Ximenes","Volunteer","vanessa.ximenes@yahoo.com","+(670) 4947-7420","Timor-Leste Red Cross Society",,,,,"Uasufa","TL","Baucau","Baguia","Alaua Leten",-8.62852,126.65959
"Mr.","Eduarda","Quefi","Volunteer","eduarda.quefi@hotmail.com","+(670) 1699-1287","Timor-Leste Red Cross Society",,,,,"Lugu Teho","TL","Bobonaro","Atabae","Atabae",-8.81905,125.20636
"Ms.","Jessica","Mali Mau","Volunteer","jessica.malimau@gmail.com","+(670) 5741-3883","Timor-Leste Red Cross Society",,,,,"Leva","TL","Liquiçá","Liquiçá","Leoteala",-8.67778,125.29028
"Mr.","Manuel","Zolo","Volunteer","manuel.zolo@yahoo.com","+(670) 9417-2261","Timor-Leste Red Cross Society",,,,,"Samadae","TL","Baucau","Quelicai","Macalaco",-8.57563,126.5528
"Mr.","Marito","Gusmão","Volunteer","marito.gusmao@hotmail.com","+(670) 6724-6695","Timor-Leste Red Cross Society",,,,,"Uaitame","TL","Baucau","Quelicai","Waitame",-8.58227,126.5735
"Mr.","Martinho","de Araujo","Volunteer","martinho.dearaujo@gmail.com","+(670) 2079-3406","Timor-Leste Red Cross Society",,,,,"Macalaco","TL","Baucau","Quelicai","Macalaco",-8.56995,126.51847
"Mr.","Leonito","Aparicio","Volunteer","leonito.aparicio@yahoo.com","+(670) 4762-9415","Timor-Leste Red Cross Society",,,,,"Carbulai","TL","Manufahi","Same","Holarua",-8.95417,125.65139
"Mr.","Antonio","Botelheiro","Volunteer","antonio.botelheiro@hotmail.com","+(670) 4833-4737","Timor-Leste Red Cross Society",,,,,"Soro Kecil","TL","Lautém","Lospalos","Leuro",-8.53056,126.92625
"Mr.","Afonso","Belo","Volunteer","afonso.belo@gmail.com","+(670) 6355-6973","Timor-Leste Red Cross Society",,,,,"Bauana","TL","Ermera","Hatolia","Manusae",-8.78222,125.35379
"Ms.","Liliana","Goveia Leite","Volunteer","liliana.goveialeite@yahoo.com","+(670) 3315-9963","Timor-Leste Red Cross Society",,,,,"Berluli","TL","Ermera","Ermera","Poetete",-8.73453,125.41031
"Ms.","Margarida","Idalina","Volunteer","margarida.idalina@hotmail.com","+(670) 3808-1152","Timor-Leste Red Cross Society",,,,,"Hatuqesi Lete","TL","Liquiçá","Liquiçá","Hatuquessi",-8.64489,125.32136
"Mr.","Agusto","Nunes","Volunteer","agusto.nunes@gmail.com","+(670) 1533-8758","Timor-Leste Red Cross Society",,,,,"Raimia","TL","Dili","Cristo Rei","Hera",-8.56412,125.64267
"Mr.","Januario","Cromos","Volunteer","januario.cromos@yahoo.com","+(670) 2916-9957","Timor-Leste Red Cross Society",,,,,"Mauloho","TL","Lautém","Lospalos","Raca",-8.43821,126.96944
"Mr.","Marcus","Domingas","Volunteer","marcus.domingas@hotmail.com","+(670) 3580-6196","Timor-Leste Red Cross Society",,,,,"Matapati","TL","Aileu","Laulara","Madabeno",-8.6443,125.57499
"Mr.","Abel","Cune","Volunteer","abel.cune@gmail.com","+(670) 6308-3913","Timor-Leste Red Cross Society",,,,,"Latua","TL","Baucau","Baucau","Buibau",-8.49473,126.46959
"Ms.","Diana","Diamentino","Volunteer","diana.diamentino@yahoo.com","+(670) 7356-1229","Timor-Leste Red Cross Society",,,,,"Uaitoco","TL","Baucau","Venilale","Bado Ho'o",-8.62583,126.44376
"Mr.","Goku","Martins","Volunteer","goku.martins@hotmail.com","+(670) 9864-4453","Timor-Leste Red Cross Society",,,,,"Nunubrihate","TL","Liquiçá","Liquiçá","Hatuquessi",-8.65153,125.32162
"Mr.","Alegria","Gouveia Leite","Volunteer","alegria.gouveialeite@gmail.com","+(670) 5162-6602","Timor-Leste Red Cross Society",,,,,"Lori","TL","Lautém","Lospalos","Lore I",-8.66152,127.02607
"Ms.","Manuela","Salvador","Volunteer","manuela.salvador@yahoo.com","+(670) 3516-6773","Timor-Leste Red Cross Society",,,,,"Kolosuma","TL","Bobonaro","Balibo","Batugade",-8.96398,125.00073
"Mr.","Dinis","Rosmaninho","Volunteer","dinis.rosmaninho@hotmail.com","+(670) 1563-4462","Timor-Leste Red Cross Society",,,,,"Bekosi Atas","TL","Dili","Cristo Rei","Becora",-8.56471,125.60534
"Mr.","Guido","dos Santos Barros","Volunteer","guido.dossantosbarros@gmail.com","+(670) 5735-7614","Timor-Leste Red Cross Society",,,,,"Abuti","TL","Bobonaro","Cailaco","Purugoa",-8.84548,125.23087
"Mr.","Miguel","Direitinho","Volunteer","miguel.direitinho@yahoo.com","+(670) 4510-1973","Timor-Leste Red Cross Society",,,,,"Bispo Medeiros","TL","Dili","Vera Cruz","Macarenhas",-8.56456,125.57769
"Mr.","Carlito","Vicente","Volunteer","carlito.vicente@hotmail.com","+(670) 4375-9876","Timor-Leste Red Cross Society",,,,,"Maulako","TL","Dili","Atauro","Macadade",-8.28056,125.57778
"Mr.","Joao","Salsinha Barreto","Volunteer","joao.salsinhabarreto@gmail.com","+(670) 1947-6376","Timor-Leste Red Cross Society",,,,,"Amis","TL","Bobonaro","Lolotoe","Lupal",-9.1591,125.2798
"Mr.","Paulo","Marques","Volunteer","paulo.marques@yahoo.com","+(670) 6360-2770","Timor-Leste Red Cross Society",,,,,"Borala","TL","Viqueque","Ossu","Ossu de Cima",-8.75214,126.38092
"Mr.","Josefa","Soares","Volunteer","josefa.soares@hotmail.com","+(670) 6851-5159","Timor-Leste Red Cross Society",,,,,"Deunai","TL","Manufahi","Same","Holarua",-8.90719,125.66203
"Mr.","Lauriano","Xavier","Volunteer","lauriano.xavier@gmail.com","+(670) 9284-9497","Timor-Leste Red Cross Society",,,,,"Fanulelo","TL","Manufahi","Turiscai","Liurai",-8.81939,125.74532
"Ms.","Joana","Matos","Volunteer","joana.matos@yahoo.com","+(670) 7588-7769","Timor-Leste Red Cross Society",,,,,"Akrema","TL","Dili","Atauro","Biceli",-8.13432,125.63417
"Mr.","Alcino","Hildeberto","Volunteer","alcino.hildeberto@hotmail.com","+(670) 6023-7721","Timor-Leste Red Cross Society",,,,,"Umarama","TL","Baucau","Baucau","Seical",-8.48445,126.55545
"Mr.","Nuno","Fernandes Baptista","Volunteer","nuno.fernandesbaptista@gmail.com","+(670) 7932-8102","Timor-Leste Red Cross Society",,,,,"Rahameta","TL","Baucau","Baucau","Buibau",-8.51111,126.475
"Mr.","Paul","Guterres","Volunteer","paul.guterres@yahoo.com","+(670) 8341-2579","Timor-Leste Red Cross Society",,,,,"Kuluan","TL","Covalima","Zumalai","Tashilin",-9.22273,125.43554
"Ms.","Alexandra","Tilman","Volunteer","alexandra.tilman@hotmail.com","+(670) 1580-2390","Timor-Leste Red Cross Society",,,,,"Berato","TL","Manatuto","Manatuto","Ma'abat",-8.51417,126.01934
"Ms.","Sirilia","Fatima Rebelo","Volunteer","sirilia.fatimarebelo@gmail.com","+(670) 1235-4294","Timor-Leste Red Cross Society",,,,,"Poeana","TL","Ermera","Ermera","Humboe",-8.75617,125.43812
"Mr.","Nilton","Peneda","Volunteer","nilton.peneda@yahoo.com","+(670) 2642-2462","Timor-Leste Red Cross Society",,,,,"Carabau","TL","Bobonaro","Bobonaro","Carabau",-9.01787,125.38241
"Ms.","Joaquim","Barreto","Volunteer","joaquim.barreto@hotmail.com","+(670) 7909-4438","Timor-Leste Red Cross Society",,,,,"Bazartete","TL","Liquiçá","Bazartete","Fatumasi",-8.62572,125.38338
"Mr.","Felix","Saboga","Volunteer","felix.saboga@gmail.com","+(670) 2839-3789","Timor-Leste Red Cross Society",,,,,"Holak","TL","Bobonaro","Lolotoe","Deudet",-9.14235,125.27442
"Mr.","Severina","Lafu","Volunteer","severina.lafu@yahoo.com","+(670) 5179-4950","Timor-Leste Red Cross Society",,,,,"Bitana","TL","Oecusse","Oesilo","Usi-Tacae",-9.34285,124.32152
"Mr.","Alvaro","Bruno","Volunteer","alvaro.bruno@hotmail.com","+(670) 9986-6637","Timor-Leste Red Cross Society",,,,,"Oelole","TL","Oecusse","Pante Macasar","Naimeco",-9.28254,124.36494
"Mr.","Eugenio","Maria","Volunteer","eugenio.maria@gmail.com","+(670) 3131-6878","Timor-Leste Red Cross Society",,,,,"Holpilat","TL","Covalima","Maucatar","Holpilat",-9.22222,125.2125
"Mr.","Marcos","Dias Gomes","Volunteer","marcos.diasgomes@yahoo.com","+(670) 4447-9447","Timor-Leste Red Cross Society",,,,,"Halaena","TL","Lautém","Luro","Luro",-8.54537,126.83606
"Mr.","Basilio","Baptista","Volunteer","basilio.baptista@hotmail.com","+(670) 1411-8355","Timor-Leste Red Cross Society",,,,,"Lauabe","TL","Ermera","Atsabe","Baboi Craic",-8.91185,125.39842
"Ms.","Rosa","de Deus","Volunteer","rosa.dedeus@gmail.com","+(670) 8727-1195","Timor-Leste Red Cross Society",,,,,"Furaclau","TL","Manufahi","Turiscai","Aitemua",-8.86621,125.71697
"Mr.","Estanislao","Adevinha","Volunteer","estanislao.adevinha@yahoo.com","+(670) 3109-6911","Timor-Leste Red Cross Society",,,,,"Ariana","TL","Baucau","Venilale","Uataco",-8.63583,126.41102
"Ms.","Florinda","Urbana","Volunteer","florinda.urbana@hotmail.com","+(670) 7320-5213","Timor-Leste Red Cross Society",,,,,"Umaanaico","TL","Baucau","Vemase","Ossoala",-8.5901,126.33413
"Ms.","Juliana","Arriaga","Volunteer","juliana.arriaga@gmail.com","+(670) 2530-4632","Timor-Leste Red Cross Society",,,,,"Maliubu","TL","Bobonaro","Bobonaro","Male-Ubu",-8.99364,125.3839
"Ms.","Rita","Hendrigue Pinto","Volunteer","rita.hendriguepinto@yahoo.com","+(670) 6928-4441","Timor-Leste Red Cross Society",,,,,"Bahatata","TL","Baucau","Baguia","Haeconi",-8.63889,126.6375
"Mr.","Juvenal","Polido","Volunteer","juvenal.polido@hotmail.com","+(670) 7922-9107","Timor-Leste Red Cross Society",,,,,"Hatululi","TL","Ainaro","Maubisse","Maubisse",-8.85358,125.58703
"Mr.","Jaime","Pereira","Volunteer","jaime.pereira@gmail.com","+(670) 3839-5793","Timor-Leste Red Cross Society",,,,,"Boi-Le","TL","Baucau","Baucau","Buruma",-8.46168,126.45628
"Mr.","Cesar","Ojeda","Volunteer","cesar.ojeda@yahoo.com","+(670) 1272-6413","Timor-Leste Red Cross Society",,,,,"Raano","TL","Lautém","Lautém","Serelau",-8.43692,126.85422
"Mr.","Filomeno","da Costa Lopes","Volunteer","filomeno.dacostalopes@hotmail.com","+(670) 6917-1617","Timor-Leste Red Cross Society",,,,,"Babulu","TL","Manufahi","Same","Babulu",-9.02318,125.65539
"Mr.","George","de Oliveira","Volunteer","george.deoliveira@gmail.com","+(670) 7934-2535","Timor-Leste Red Cross Society",,,,,"Betupu","TL","Ermera","Hatolia","Coliate-Leotelo",-8.83049,125.36423
"Mr.","Eli","Sevinate","Volunteer","eli.sevinate@yahoo.com","+(670) 3639-6090","Timor-Leste Red Cross Society",,,,,"Hohorai","TL","Manatuto","Laclo","Lacumesac",-8.55763,125.91262
"Mr.","Sebastiao","Roleto","Volunteer","sebastiao.roleto@hotmail.com","+(670) 7629-4670","Timor-Leste Red Cross Society",,,,,"Duyung","TL","Dili","Metinaro","Duyung (Sereia)",-8.52931,125.75351
"Mr.","Paulino","Jose","Volunteer","paulino.jose@gmail.com","+(670) 7454-6749","Timor-Leste Red Cross Society",,,,,"Piron","TL","Bobonaro","Lolotoe","Lontas",-9.1412,125.22724
"Mr.","Guilherme","Freitas","Volunteer","guilherme.freitas@yahoo.com","+(670) 4972-6701","Timor-Leste Red Cross Society",,,,,"Caunua","TL","Manatuto","Barique/Natarbora","Barique",-8.84709,126.06484
"Mr.","Heitor","de Fatima","Volunteer","heitor.defatima@hotmail.com","+(670) 2520-7125","Timor-Leste Red Cross Society",,,,,"Aidac","TL","Viqueque","Viqueque","Bahalarauain",-8.91113,126.28374
"Mr.","Sandra","Chilro","Volunteer","sandra.chilro@gmail.com","+(670) 9904-3200","Timor-Leste Red Cross Society",,,,,"Kelisifu","TL","Liquiçá","Maubara","Vatuboro",-8.65358,125.11878
"Mr.","Apolinario","Caldeira","Volunteer","apolinario.caldeira@yahoo.com","+(670) 4244-3825","Timor-Leste Red Cross Society",,,,,"Soslodade","TL","Dili","Vera Cruz","Colmera",-8.55512,125.57259
"Mr.","Kevin","Uva","Volunteer","kevin.uva@hotmail.com","+(670) 9508-6735","Timor-Leste Red Cross Society",,,,,"Tarmausoru","TL","Ermera","Railaco","Matata",-8.69496,125.397
"Mr.","Emidia","Boavida","Volunteer","emidia.boavida@gmail.com","+(670) 2703-6145","Timor-Leste Red Cross Society",,,,,"Bilahuk","TL","Oecusse","Pante Macasar","Naimeco",-9.28631,124.36134
"Mr.","Ruben","Godinho","Volunteer","ruben.godinho@yahoo.com","+(670) 7002-3364","Timor-Leste Red Cross Society",,,,,"Bahamori","TL","Baucau","Baucau","Gariuai",-8.53986,126.42382
"Mr.","Fernanda","Adevinha","Volunteer","fernanda.adevinha@hotmail.com","+(670) 5422-2421","Timor-Leste Red Cross Society",,,,,"Tomanamo","TL","Manufahi","Same","Letefoho",-8.98804,125.62828
"Mr.","Moises","Cabecinhas","Volunteer","moises.cabecinhas@gmail.com","+(670) 7529-2251","Timor-Leste Red Cross Society",,,,,"Sisicolema","TL","Liquiçá","Liquiçá","Asumano",-8.69831,125.35257
"Mr.","Luis","Elo","Volunteer","luis.elo@yahoo.com","+(670) 2037-4593","Timor-Leste Red Cross Society",,,,,"Oebu","TL","Oecusse","Passabe","Abani",-9.46424,124.31634
"Ms.","Mónica","Pinto Soares","Volunteer","monica.pintosoares@hotmail.com","+(670) 5677-2498","Timor-Leste Red Cross Society",,,,,"Irabere","TL","Viqueque","Uatucarbau","Loi Ulu",-8.69541,126.70417
"Mr.","Cornelio","Ximenes","Volunteer","cornelio.ximenes@gmail.com","+(670) 5369-7921","Timor-Leste Red Cross Society",,,,,"Lahae","TL","Aileu","Aileu Vila","Lahae",-8.79009,125.56058
"Mr.","Catarina","Baros","Volunteer","catarina.baros@yahoo.com","+(670) 2013-8243","Timor-Leste Red Cross Society",,,,,"Muapitine","TL","Lautém","Lospalos","Muapitine",-8.51132,127.12342
"Mr.","Celestino","Palat","Volunteer","celestino.palat@hotmail.com","+(670) 1887-1205","Timor-Leste Red Cross Society",,,,,"Uai-Mata","TL","Baucau","Baguia","Afaloicai",-8.66637,126.61132
"Ms.","Meliana","Hugo","Volunteer","meliana.hugo@gmail.com","+(670) 8638-4739","Timor-Leste Red Cross Society",,,,,"Caimegi Ulu","TL","Liquiçá","Bazartete","Lauhata",-8.59896,125.39572
"Mr.","Bonifacio","Magno Freitas","Volunteer","bonifacio.magnofreitas@yahoo.com","+(670) 2706-5087","Timor-Leste Red Cross Society",,,,,"Ailoklaran","TL","Dili","Dom Aleixo","Bairo Pite",-8.56467,125.55931
"Ms.","Sofia","Duarte","Volunteer","sofia.duarte@hotmail.com","+(670) 9045-7718","Timor-Leste Red Cross Society",,,,,"Mauluto","TL","Liquiçá","Bazartete","Motaulun",-8.5941,125.40021
"Mr.","Julio","Rente","Volunteer","julio.rente@gmail.com","+(670) 5821-1191","Timor-Leste Red Cross Society",,,,,"Parlamento","TL","Lautém","Lautém","Parlamento",-8.36002,126.93333
"Ms.","Mafalda","Bosco  Soares","Volunteer","mafalda.boscosoares@yahoo.com","+(670) 2597-6578","Timor-Leste Red Cross Society",,,,,"Oebola","TL","Bobonaro","Atabae","Atabae",-8.76443,125.19451
"Mr.","Herculano","Moniz","Volunteer","herculano.moniz@hotmail.com","+(670) 2700-4119","Timor-Leste Red Cross Society",,,,,"Iipo","TL","Bobonaro","Lolotoe","Lebos",-9.13562,125.20683
"Ms.","Joaninha","de Jesus Alves","Volunteer","joaninha.dejesusalves@gmail.com","+(670) 2619-1631","Timor-Leste Red Cross Society",,,,,"Saeuataissi","TL","Baucau","Laga","Soba",-8.47171,126.60124
"Mr.","Marcos","Pascoela","Volunteer","marcos.pascoela@yahoo.com","+(670) 5041-2269","Timor-Leste Red Cross Society",,,,,"Kampung Baru","TL","Manatuto","Laleia","Lifau",-8.50423,126.15691
"Mr.","Edi","M. Pereira","Volunteer","edi.m.pereira@hotmail.com","+(670) 1026-1876","Timor-Leste Red Cross Society",,,,,"Maquelab","TL","Oecusse","Pante Macasar","Taiboco",-9.238,124.25602
"Mr.","Custodio","Liub","Volunteer","custodio.liub@gmail.com","+(670) 8137-6277","Timor-Leste Red Cross Society",,,,,"Manulete","TL","Liquiçá","Bazartete","Leorema",-8.68464,125.38961
"Ms.","Carlota","da Silva","Volunteer","carlota.dasilva@yahoo.com","+(670) 4886-3486","Timor-Leste Red Cross Society",,,,,"Manuoef","TL","Oecusse","Nitibe","Suni-Ufe",-9.28598,124.21128
"Mr.","Adelino","Pala","Volunteer","adelino.pala@hotmail.com","+(670) 5637-4901","Timor-Leste Red Cross Society",,,,,"Biarua","TL","Bobonaro","Atabae","Aidabaleten",-8.83809,125.15002
"Mr.","Joel","Rilo","Volunteer","joel.rilo@gmail.com","+(670) 1005-9205","Timor-Leste Red Cross Society",,,,,"Tulaiduk Bawah","TL","Covalima","Tilomar","Lalawa",-9.42358,125.11128
"Mr.","Agostinho","Rogerio","Volunteer","agostinho.rogerio@yahoo.com","+(670) 3102-8933","Timor-Leste Red Cross Society",,,,,"Baboro","TL","Baucau","Baucau","Seical",-8.48166,126.52038
"Mr.","Lucas","Bercamns","Volunteer","lucas.bercamns@hotmail.com","+(670) 5306-9190","Timor-Leste Red Cross Society",,,,,"Boelema","TL","Liquiçá","Liquiçá","Asumano",-8.67128,125.34213
"Ms.","Daniela","da Costa Mariz","Volunteer","daniela.dacostamariz@gmail.com","+(670) 5804-3812","Timor-Leste Red Cross Society",,,,,"Liarafa","TL","Baucau","Laga","Atelari",-8.54237,126.72014
"Ms.","Xanana","Marques","Volunteer","xanana.marques@yahoo.com","+(670) 6437-3800","Timor-Leste Red Cross Society",,,,,"Saharaitaurema","TL","Ermera","Letefoho","Eraulo",-8.8267,125.49028
"Mr.","Dominikus","de Almeida","Volunteer","dominikus.dealmeida@hotmail.com","+(670) 7283-9943","Timor-Leste Red Cross Society",,,,,"Maubisse","TL","Manufahi","Turiscai","Mindelo",-8.89637,125.70572
"Ms.","Emilio","F. Branco","Volunteer","emilio.f.branco@gmail.com","+(670) 3222-3533","Timor-Leste Red Cross Society",,,,,"Sorocama","TL","Baucau","Baguia","Alaua Craic",-8.6125,126.65972
"Mr.","Venancio","Xareal","Volunteer","venancio.xareal@yahoo.com","+(670) 8460-9786","Timor-Leste Red Cross Society",,,,,"Hatulialete","TL","Ermera","Hatolia","Urahou",-8.71689,125.29726
"Mr.","Duarte","Jaelani","Volunteer","duarte.jaelani@hotmail.com","+(670) 1155-8600","Timor-Leste Red Cross Society",,,,,"Pafuloain","TL","Viqueque","Watulari","Macadique",-8.83731,126.51925
"Mr.","Lino","da Costa","Volunteer","lino.dacosta@gmail.com","+(670) 7219-9130","Timor-Leste Red Cross Society",,,,,"Barolara","TL","Bobonaro","Cailaco","Meligo",-8.90972,125.2375
"Mr.","José","Brites","Volunteer","jose.brites@yahoo.com","+(670) 9886-5038","Timor-Leste Red Cross Society",,,,,"Oelnanoe","TL","Oecusse","Nitibe","Suni-Ufe",-9.24444,124.21667
"Mr.","Cipriano","Solposto","Volunteer","cipriano.solposto@hotmail.com","+(670) 7467-4505","Timor-Leste Red Cross Society",,,,,"Beraka","TL","Dili","Cristo Rei","Hera",-8.53889,125.68889
"Mr.","Quito","Pinto","Volunteer","quito.pinto@gmail.com","+(670) 4260-9294","Timor-Leste Red Cross Society",,,,,"Nunufu","TL","Manufahi","Same","Babulu",-9.01953,125.64415
"Mr.","Hermengildo","de Jesus","Volunteer","hermengildo.dejesus@yahoo.com","+(670) 7738-2852","Timor-Leste Red Cross Society",,,,,"Quintal Arbiro","TL","Dili","Nain Feto","Lahane Oriental",-8.56765,125.58541
"Mr.","Johanes","Goncalves","Volunteer","johanes.goncalves@hotmail.com","+(670) 8727-1415","Timor-Leste Red Cross Society",,,,,"Lebibo","TL","Ainaro","Maubisse","Edi",-8.84227,125.6114
"Mr.","Clementino","Barros dos Reis","Volunteer","clementino.barrosdosreis@gmail.com","+(670) 1826-8607","Timor-Leste Red Cross Society",,,,,"Lereira","TL","Lautém","Lautém","Maina II",-8.46828,126.88343
"Mr.","Noti","da Costa Oliveira","Volunteer","noti.dacostaoliveira@yahoo.com","+(670) 1704-3189","Timor-Leste Red Cross Society",,,,,"Falimano","TL","Ermera","Railaco","Fatuquero",-8.71218,125.44382
