"Sex","First Name","Last Name","Type","Email","Mobile Phone","Organisation","Acronym","Office Phone","Office","Title","Home Address","Home Country","Home L1","Home L2","Home L3","Home Lat","Home Lon"
"Mr.","Herculano","Cabecinhas","Volunteer","herculano.cabecinhas@yahoo.com","+(670) 1891-6749","Timor-Leste Red Cross Society","CVTL",,,,"Atelari","TL","Baucau","Laga","Atelari",-8.54694,126.70406
"Ms.","Custodio","de Fatima","Volunteer","custodio.defatima@gmail.com","+(670) 4820-1520","Timor-Leste Red Cross Society","CVTL",,,,"Leborema","TL","Ermera","Ermera","Raimerhei",-8.82562,125.39371
"Ms.","Tomas","F. Branco","Volunteer","tomas.f.branco@hotmail.com","+(670) 8693-6530","Timor-Leste Red Cross Society","CVTL",,,,"Uaibobo","TL","Baucau","Venilale","Bado Ho'o",-8.6329,126.44116
"Mr.","Maria","Idalina","Volunteer","maria.idalina@hotmail.com","+(670) 3624-1277","Timor-Leste Red Cross Society","CVTL",,,,"Nuahake","TL","Oecusse","Passabe","Abani",-9.46897,124.32117
"Mr.","Moises","Clara","Volunteer","moises.clara@gmail.com","+(670) 1447-2722","Timor-Leste Red Cross Society","CVTL",,,,"Riatu","TL","Ermera","Ermera","Estado",-8.79025,125.41704
"Mr.","Diana","Moniz","Volunteer","diana.moniz@yahoo.com","+(670) 9747-7895","Timor-Leste Red Cross Society","CVTL",,,,"Aileukota","TL","Aileu","Aileu Vila","Seloi Malere",-8.7231,125.56678
"Ms.","Lino","Palat","Volunteer","lino.palat@yahoo.com","+(670) 9218-1777","Timor-Leste Red Cross Society","CVTL",,,,"Hohopu","TL","Ermera","Hatolia","Hatolia",-8.81372,125.32252
"Ms.","Severina","Marques","Volunteer","severina.marques@gmail.com","+(670) 1831-6095","Timor-Leste Red Cross Society","CVTL",,,,"Sibarceon","TL","Aileu","Remexio","Faturasa",-8.6812,125.80573
"Ms.","Mariano","de Jesus ","Volunteer","mariano.dejesus@gmail.com","+(670) 7036-4331","Timor-Leste Red Cross Society","CVTL",,,,"Laherubi","TL","Baucau","Baucau","Buibau",-8.51242,126.47404
"Ms.","Jose","da Costa Belo","Volunteer","jose.dacostabelo@gmail.com","+(670) 2033-3333","Timor-Leste Red Cross Society","CVTL",,,,"Riatu","TL","Manufahi","Same","Daisua",-9.09201,125.69256
"Mr.","Domingos","Lafu","Volunteer","domingos.lafu@yahoo.com","+(670) 6572-3539","Timor-Leste Red Cross Society","CVTL",,,,"Bemori Sentral","TL","Dili","Nain Feto","Bemori",-8.55889,125.58528
"Ms.","Luis","Pedro Pinto","Volunteer","luis.pedropinto@yahoo.com","+(670) 6777-2216","Timor-Leste Red Cross Society","CVTL",,,,"One-Bu'u","TL","Baucau","Laga","Sagadati",-8.52348,126.69228
"Mr.","Domingos","Pinto","Volunteer","domingos.pinto@hotmail.com","+(670) 8292-7790","Timor-Leste Red Cross Society","CVTL",,,,"Maununo","TL","Ainaro","Ainaro","Cassa",-9.14067,125.54087
"Mr.","Severina","Marques","Volunteer","severina.marques@hotmail.com","+(670) 1417-5021","Timor-Leste Red Cross Society","CVTL",,,,"Riamori","TL","Manufahi","Fatuberliu","Fahinehan",-8.92519,125.75584
"Mr.","Isabel","Amaral","Volunteer","isabel.amaral@yahoo.com","+(670) 6651-2040","Timor-Leste Red Cross Society","CVTL",,,,"Marae","TL","Viqueque","Uatucarbau","Irabin de Cima",-8.69989,126.71176
"Mr.","Guido","Belo","Volunteer","guido.belo@yahoo.com","+(670) 9270-7393","Timor-Leste Red Cross Society","CVTL",,,,"Manulete","TL","Liquiçá","Bazartete","Leorema",-8.68464,125.38961
"Ms.","Alegria","de Araujo","Volunteer","alegria.dearaujo@gmail.com","+(670) 2154-3346","Timor-Leste Red Cross Society","CVTL",,,,"Sibuni","TL","Bobonaro","Bobonaro","Sibuni",-9.08733,125.33104
"Ms.","Dinis","Botelheiro","Volunteer","dinis.botelheiro@hotmail.com","+(670) 2359-9055","Timor-Leste Red Cross Society","CVTL",,,,"Malileten","TL","Bobonaro","Balibo","Balibo Vila",-8.93873,125.05739
"Ms.","Duarte","de Deus","Volunteer","duarte.dedeus@yahoo.com","+(670) 9565-3348","Timor-Leste Red Cross Society","CVTL",,,,"Namanei","TL","Baucau","Baguia","Alaua Craic",-8.6375,126.64444
"Mr.","Cipriano","Magno Freitas","Volunteer","cipriano.magnofreitas@yahoo.com","+(670) 8838-8789","Timor-Leste Red Cross Society","CVTL",,,,"Locileu","TL","Lautem","Iliomar","Fuat",-8.60766,126.88245
"Mr.","Telma","Otilia","Volunteer","telma.otilia@hotmail.com","+(670) 2658-3891","Timor-Leste Red Cross Society","CVTL",,,,"Maina 2","TL","Lautem","Lautem","Maina II",-8.46396,126.88076
"Ms.","Antonio","de Oliveira","Volunteer","antonio.deoliveira@hotmail.com","+(670) 3216-5427","Timor-Leste Red Cross Society","CVTL",,,,"Uatolia","TL","Baucau","Venilale","Uailaha",-8.64727,126.37321
"Mr.","Apolonius","Alex","Volunteer","apolonius.alex@yahoo.com","+(670) 7973-6868","Timor-Leste Red Cross Society","CVTL",,,,"Denehuni","TL","Aileu","Aileu Vila","Lahae",-8.78771,125.56124
"Mr.","Catarina","Helena","Volunteer","catarina.helena@gmail.com","+(670) 3617-6416","Timor-Leste Red Cross Society","CVTL",,,,"Hatulete","TL","Ainaro","Maubisse","Maulau",-8.78706,125.6797
"Mr.","Eduarda","de Jesus","Volunteer","eduarda.dejesus@hotmail.com","+(670) 9250-1014","Timor-Leste Red Cross Society","CVTL",,,,"Oges","TL","Covalima","Maucatar","Ogues",-9.26491,125.21452
"Mr.","Xanana","Cabecinhas","Volunteer","xanana.cabecinhas@gmail.com","+(670) 5525-4159","Timor-Leste Red Cross Society","CVTL",,,,"Lisalara","TL","Liquiçá","Maubara","Gugleur",-8.66591,125.18613
"Ms.","Paulo","Polainos","Volunteer","paulo.polainos@hotmail.com","+(670) 9953-2237","Timor-Leste Red Cross Society","CVTL",,,,"Butufalo","TL","Baucau","Laga","Soba",-8.48663,126.61849
"Mr.","Carlota","Chilro","Volunteer","carlota.chilro@hotmail.com","+(670) 3106-1152","Timor-Leste Red Cross Society","CVTL",,,,"Tetumori","TL","Viqueque","Uatucarbau","Afaloicai",-8.66687,126.65799
"Ms.","Eugenio","Pinto","Volunteer","eugenio.pinto@gmail.com","+(670) 6912-8026","Timor-Leste Red Cross Society","CVTL",,,,"Hatali","TL","Ermera","Ermera","Humboe",-8.7689,125.43549
"Mr.","Durcelina","de Almeida","Volunteer","durcelina.dealmeida@yahoo.com","+(670) 4325-9994","Timor-Leste Red Cross Society","CVTL",,,,"Uatumissa","TL","Baucau","Venilale","Uaiolo",-8.66471,126.42423
"Mr.","Catarina","Helena","Volunteer","catarina.helena@gmail.com","+(670) 5606-5577","Timor-Leste Red Cross Society","CVTL",,,,"Metinaro","TL","Dili","Metinaro","Sabuli",-8.52993,125.74083
"Mr.","Domingos","Xavier","Volunteer","domingos.xavier@hotmail.com","+(670) 1483-7999","Timor-Leste Red Cross Society","CVTL",,,,"Lacolio","TL","Baucau","Quelicai","Baguia",-8.58616,126.54613
"Ms.","Joao","Pala","Volunteer","joao.pala@hotmail.com","+(670) 1875-1835","Timor-Leste Red Cross Society","CVTL",,,,"Saharaitaurema","TL","Ermera","Letefoho","Eraulo",-8.8267,125.49028
"Ms.","Liliana","Saboga","Volunteer","liliana.saboga@gmail.com","+(670) 1516-5315","Timor-Leste Red Cross Society","CVTL",,,,"Uasufa","TL","Baucau","Baguia","Alaua Leten",-8.62852,126.65959
"Mr.","Mafalda","Hildeberto","Volunteer","mafalda.hildeberto@hotmail.com","+(670) 2224-7819","Timor-Leste Red Cross Society","CVTL",,,,"Fatumering","TL","Aileu","Liquidoe","Manucasa",-8.70773,125.63828
"Ms.","Dinis","Gomes","Volunteer","dinis.gomes@gmail.com","+(670) 5173-2562","Timor-Leste Red Cross Society","CVTL",,,,"Nobularan","TL","Manufahi","Alas","Dotic",-9.05559,125.87713
"Mr.","Lucas","Godinho ","Volunteer","lucas.godinho@gmail.com","+(670) 1179-8619","Timor-Leste Red Cross Society","CVTL",,,,"Uaimare","TL","Viqueque","Uatucarbau","Afaloicai",-8.66587,126.66882
"Ms.","Juliana","Fatima Rebelo","Volunteer","juliana.fatimarebelo@gmail.com","+(670) 4881-4768","Timor-Leste Red Cross Society","CVTL",,,,"Lequliwatu","TL","Baucau","Baucau","Bucoli",-8.48648,126.34456
"Mr.","Nuno","Gouveia Leite","Volunteer","nuno.gouveialeite@gmail.com","+(670) 1007-2383","Timor-Leste Red Cross Society","CVTL",,,,"Baguia","TL","Baucau","Quelicai","Baguia",-8.5889,126.54718
"Ms.","Juliana","Vidigal dos Santos","Volunteer","juliana.vidigaldossantos@gmail.com","+(670) 8033-7398","Timor-Leste Red Cross Society","CVTL",,,,"Kaikasa","TL","Aileu","Aileu Vila","Fatubosa",-8.83842,125.53007
"Mr.","Miguel","Goveia Leite","Volunteer","miguel.goveialeite@yahoo.com","+(670) 3451-8494","Timor-Leste Red Cross Society","CVTL",,,,"Kiubose","TL","Oecusse","Pante Macasar","Naimeco",-9.28548,124.37647
"Ms.","Orlando","de Carvalho","Volunteer","orlando.decarvalho@hotmail.com","+(670) 9570-4081","Timor-Leste Red Cross Society","CVTL",,,,"Bilekun","TL","Bobonaro","Balibo","Balico Vila",-8.95736,125.07143
"Mr.","Daniela","Adevinha","Volunteer","daniela.adevinha@hotmail.com","+(670) 8419-2549","Timor-Leste Red Cross Society","CVTL",,,,"Hedamea","TL","Ermera","Hatolia","Hatolia",-8.82409,125.32266
"Ms.","Domingos","Cune","Volunteer","domingos.cune@gmail.com","+(670) 8364-1485","Timor-Leste Red Cross Society","CVTL",,,,"Nelgen","TL","Bobonaro","Bobonaro","Oe-Leu",-9.03888,125.28139
"Ms.","Fernando","da Vidigal","Volunteer","fernando.davidigal@gmail.com","+(670) 4947-7420","Timor-Leste Red Cross Society","CVTL",,,,"Uasufa","TL","Baucau","Baguia","Alaua Leten",-8.62852,126.65959
"Mr.","Basilio","de Araujo","Volunteer","basilio.dearaujo@yahoo.com","+(670) 1699-1287","Timor-Leste Red Cross Society","CVTL",,,,"Lugu Teho","TL","Bobonaro","Atabae","Atabae",-8.81905,125.20636
"Ms.","Isabel","Amaral","Volunteer","isabel.amaral@yahoo.com","+(670) 5741-3883","Timor-Leste Red Cross Society","CVTL",,,,"Leva","TL","Liquiçá","Liquiçá","Leoteala",-8.67778,125.29028
"Mr.","Noti","de Jesus Alves","Volunteer","noti.dejesusalves@yahoo.com","+(670) 9417-2261","Timor-Leste Red Cross Society","CVTL",,,,"Samadae","TL","Baucau","Quelicai","Macalaco",-8.57563,126.5528
"Mr.","Quito","Duarte","Volunteer","quito.duarte@gmail.com","+(670) 6724-6695","Timor-Leste Red Cross Society","CVTL",,,,"Uaitame","TL","Baucau","Quelicai","Waitame",-8.58227,126.5735
"Mr.","Cesar","Da Silva ","Volunteer","cesar.dasilva@gmail.com","+(670) 2079-3406","Timor-Leste Red Cross Society","CVTL",,,,"Macalaco","TL","Baucau","Quelicai","Macalaco",-8.56995,126.51847
"Ms.","George","Maria","Volunteer","george.maria@hotmail.com","+(670) 4762-9415","Timor-Leste Red Cross Society","CVTL",,,,"Carbulai","TL","Manufahi","Same","Holarua",-8.95417,125.65139
"Ms.","Alvaro","Soares","Volunteer","alvaro.soares@hotmail.com","+(670) 4833-4737","Timor-Leste Red Cross Society","CVTL",,,,"Soro Kecil","TL","Lautem","Lospalos","Leuro",-8.53056,126.92625
"Mr.","Mariano","da Costa Belo","Volunteer","mariano.dacostabelo@gmail.com","+(670) 6355-6973","Timor-Leste Red Cross Society","CVTL",,,,"Bauana","TL","Ermera","Hatolia","Manusae",-8.78222,125.35379
"Ms.","Fernando","Goncalves","Volunteer","fernando.goncalves@yahoo.com","+(670) 3315-9963","Timor-Leste Red Cross Society","CVTL",,,,"Berluli","TL","Ermera","Ermera","Poetete",-8.73453,125.41031
"Mr.","Jose","da Costa Belo","Volunteer","jose.dacostabelo@hotmail.com","+(670) 3808-1152","Timor-Leste Red Cross Society","CVTL",,,,"Hatuqesi Lete","TL","Liquiçá","Liquiçá","Hatuquessi",-8.64489,125.32136
"Mr.","Herculano","Cabecinhas","Volunteer","herculano.cabecinhas@yahoo.com","+(670) 1533-8758","Timor-Leste Red Cross Society","CVTL",,,,"Raimia","TL","Dili","Cristo Rei","Hera",-8.56412,125.64267
"Ms.","Joao","Baptista","Volunteer","joao.baptista@yahoo.com","+(670) 2916-9957","Timor-Leste Red Cross Society","CVTL",,,,"Mauloho","TL","Lautem","Lospalos","Raca",-8.43821,126.96944
"Mr.","Kevin","Polido","Volunteer","kevin.polido@hotmail.com","+(670) 3580-6196","Timor-Leste Red Cross Society","CVTL",,,,"Matapati","TL","Aileu","Laulara","Madabeno",-8.6443,125.57499
"Mr.","Jose","da Costa Belo","Volunteer","jose.dacostabelo@gmail.com","+(670) 6308-3913","Timor-Leste Red Cross Society","CVTL",,,,"Latua","TL","Baucau","Baucau","Buibau",-8.49473,126.46959
"Mr.","Soraia","Arriaga","Volunteer","soraia.arriaga@hotmail.com","+(670) 7356-1229","Timor-Leste Red Cross Society","CVTL",,,,"Uaitoco","TL","Baucau","Venilale","Bado Ho'o",-8.62583,126.44376
"Mr.","Venancio","Soares","Volunteer","venancio.soares@hotmail.com","+(670) 9864-4453","Timor-Leste Red Cross Society","CVTL",,,,"Nunubrihate","TL","Liquiçá","Liquiçá","Hatuquessi",-8.65153,125.32162
"Mr.","Afonso","Alves","Volunteer","afonso.alves@yahoo.com","+(670) 5162-6602","Timor-Leste Red Cross Society","CVTL",,,,"Lori","TL","Lautem","Lospalos","Lore I",-8.66152,127.02607
"Mr.","Abrao","Maia","Volunteer","abrao.maia@gmail.com","+(670) 3516-6773","Timor-Leste Red Cross Society","CVTL",,,,"Kolosuma","TL","Bobonaro","Balibo","Batugade",-8.96398,125.00073
"Ms.","Graciano","Pereira","Volunteer","graciano.pereira@hotmail.com","+(670) 1563-4462","Timor-Leste Red Cross Society","CVTL",,,,"Bekosi Atas","TL","Dili","Cristo Rei","Becora",-8.56471,125.60534
"Mr.","Cornelio","de Deus Gomes","Volunteer","cornelio.dedeusgomes@gmail.com","+(670) 5735-7614","Timor-Leste Red Cross Society","CVTL",,,,"Abuti","TL","Bobonaro","Cailaco","Purugoa",-8.84548,125.23087
"Ms.","Abril","Rodrigues","Volunteer","abril.rodrigues@hotmail.com","+(670) 4510-1973","Timor-Leste Red Cross Society","CVTL",,,,"Bispo Medeiros","TL","Dili","Vera Cruz","Macarenhas",-8.56456,125.57769
"Ms.","Margarida","Sevinate","Volunteer","margarida.sevinate@gmail.com","+(670) 4375-9876","Timor-Leste Red Cross Society","CVTL",,,,"Maulako","TL","Dili","Atauro","Macadade",-8.28056,125.57778
"Ms.","Josefa","Domingas","Volunteer","josefa.domingas@gmail.com","+(670) 1947-6376","Timor-Leste Red Cross Society","CVTL",,,,"Amis","TL","Bobonaro","Lolotoe","Lupal",-9.1591,125.2798
"Mr.","Alegria","de Araujo","Volunteer","alegria.dearaujo@hotmail.com","+(670) 6360-2770","Timor-Leste Red Cross Society","CVTL",,,,"Borala","TL","Viqueque","Ossu","Ossu de Cima",-8.75214,126.38092
"Mr.","Florinda","da Costa","Volunteer","florinda.dacosta@hotmail.com","+(670) 6851-5159","Timor-Leste Red Cross Society","CVTL",,,,"Deunai","TL","Manufahi","Same","Holarua",-8.90719,125.66203
"Mr.","Mafalda","Gohan","Volunteer","mafalda.gohan@hotmail.com","+(670) 9284-9497","Timor-Leste Red Cross Society","CVTL",,,,"Fanulelo","TL","Manufahi","Turiscai","Liurai",-8.81939,125.74532
"Ms.","Apolonius","Alex","Volunteer","apolonius.alex@yahoo.com","+(670) 7588-7769","Timor-Leste Red Cross Society","CVTL",,,,"Akrema","TL","Dili","Atauro","Biceli",-8.13432,125.63417
"Ms.","Guilherme ","Adevinha","Volunteer","guilherme.adevinha@gmail.com","+(670) 6023-7721","Timor-Leste Red Cross Society","CVTL",,,,"Umarama","TL","Baucau","Baucau","Seical",-8.48445,126.55545
"Mr.","Orlando","de Carvalho","Volunteer","orlando.decarvalho@hotmail.com","+(670) 7932-8102","Timor-Leste Red Cross Society","CVTL",,,,"Rahameta","TL","Baucau","Baucau","Buibau",-8.51111,126.475
"Mr.","Eduarda","de Jesus","Volunteer","eduarda.dejesus@gmail.com","+(670) 8341-2579","Timor-Leste Red Cross Society","CVTL",,,,"Kuluan","TL","Covalima","Zumalai","Tashilin",-9.22273,125.43554
"Mr.","Vanessa","Mondego","Volunteer","vanessa.mondego@hotmail.com","+(670) 1580-2390","Timor-Leste Red Cross Society","CVTL",,,,"Berato","TL","Manatuto","Manatuto","Ma'abat",-8.51417,126.01934
"Mr.","Andreia","Sereno","Volunteer","andreia.sereno@yahoo.com","+(670) 1235-4294","Timor-Leste Red Cross Society","CVTL",,,,"Poeana","TL","Ermera","Ermera","Humboe",-8.75617,125.43812
"Ms.","Elly ","Ramos","Volunteer","elly.ramos@yahoo.com","+(670) 2642-2462","Timor-Leste Red Cross Society","CVTL",,,,"Carabau","TL","Bobonaro","Bobonaro","Carabau",-9.01787,125.38241
"Mr.","Martinho","Jose da C.","Volunteer","martinho.josedac.@hotmail.com","+(670) 7909-4438","Timor-Leste Red Cross Society","CVTL",,,,"Bazartete","TL","Liquiçá","Bazartete","Fatumasi",-8.62572,125.38338
"Ms.","Diana","Moniz","Volunteer","diana.moniz@yahoo.com","+(670) 2839-3789","Timor-Leste Red Cross Society","CVTL",,,,"Holak","TL","Bobonaro","Lolotoe","Deudet",-9.14235,125.27442
"Ms.","Juliana","Vidigal dos Santos","Volunteer","juliana.vidigaldossantos@gmail.com","+(670) 5179-4950","Timor-Leste Red Cross Society","CVTL",,,,"Bitana","TL","Oecusse","Oesilo","Usi-Tacae",-9.34285,124.32152
"Mr.","Joaquim","de Carvalho","Volunteer","joaquim.decarvalho@gmail.com","+(670) 9986-6637","Timor-Leste Red Cross Society","CVTL",,,,"Oelole","TL","Oecusse","Pante Macasar","Naimeco",-9.28254,124.36494
"Ms.","Eli","Dias Gomes","Volunteer","eli.diasgomes@yahoo.com","+(670) 3131-6878","Timor-Leste Red Cross Society","CVTL",,,,"Holpilat","TL","Covalima","Maucatar","Holpilat",-9.22222,125.2125
"Ms.","Hermengildo","Rente","Volunteer","hermengildo.rente@yahoo.com","+(670) 4447-9447","Timor-Leste Red Cross Society","CVTL",,,,"Halaena","TL","Lautem","Luro","Luro",-8.54537,126.83606
"Mr.","Mafalda","Hildeberto","Volunteer","mafalda.hildeberto@hotmail.com","+(670) 1411-8355","Timor-Leste Red Cross Society","CVTL",,,,"Lauabe","TL","Ermera","Atsabe","Baboi Craic",-8.91185,125.39842
"Mr.","Cláudia","Horta","Volunteer","claudia.horta@hotmail.com","+(670) 8727-1195","Timor-Leste Red Cross Society","CVTL",,,,"Furaclau","TL","Manufahi","Turiscai","Aitemua",-8.86621,125.71697
"Mr.","Alexandra","Rosmaninho","Volunteer","alexandra.rosmaninho@hotmail.com","+(670) 3109-6911","Timor-Leste Red Cross Society","CVTL",,,,"Ariana","TL","Baucau","Venilale","Uataco",-8.63583,126.41102
"Mr.","Paulo","Guterres","Volunteer","paulo.guterres@yahoo.com","+(670) 7320-5213","Timor-Leste Red Cross Society","CVTL",,,,"Umaanaico","TL","Baucau","Vemase","Ossoala",-8.5901,126.33413
"Ms.","Hermengildo","Rente","Volunteer","hermengildo.rente@hotmail.com","+(670) 2530-4632","Timor-Leste Red Cross Society","CVTL",,,,"Maliubu","TL","Bobonaro","Bobonaro","Male-Ubu",-8.99364,125.3839
"Ms.","José","Hugo","Volunteer","jose.hugo@gmail.com","+(670) 6928-4441","Timor-Leste Red Cross Society","CVTL",,,,"Bahatata","TL","Baucau","Baguia","Haeconi",-8.63889,126.6375
"Ms.","Mariano","de Jesus ","Volunteer","mariano.dejesus@gmail.com","+(670) 7922-9107","Timor-Leste Red Cross Society","CVTL",,,,"Hatululi","TL","Ainaro","Maubisse","Maubisse",-8.85358,125.58703
"Mr.","Apolonius","Alex","Volunteer","apolonius.alex@yahoo.com","+(670) 3839-5793","Timor-Leste Red Cross Society","CVTL",,,,"Boi-Le","TL","Baucau","Baucau","Buruma",-8.46168,126.45628
"Mr.","Abrao","Maia","Volunteer","abrao.maia@hotmail.com","+(670) 1272-6413","Timor-Leste Red Cross Society","CVTL",,,,"Raano","TL","Lautem","Lautem","Serelau",-8.43692,126.85422
"Mr.","Joana","Da Costa","Volunteer","joana.dacosta@hotmail.com","+(670) 6917-1617","Timor-Leste Red Cross Society","CVTL",,,,"Babulu","TL","Manufahi","Same","Babulo",-9.02318,125.65539
"Mr.","Jose","Hendrigue Pinto","Volunteer","jose.hendriguepinto@yahoo.com","+(670) 7934-2535","Timor-Leste Red Cross Society","CVTL",,,,"Betupu","TL","Ermera","Hatolia","Coliate-Leotelo",-8.83049,125.36423
"Mr.","José","Hugo","Volunteer","jose.hugo@hotmail.com","+(670) 3639-6090","Timor-Leste Red Cross Society","CVTL",,,,"Hohorai","TL","Manatuto","Laclo","Lacumesac",-8.55763,125.91262
"Mr.","Emidia","Licinia","Volunteer","emidia.licinia@yahoo.com","+(670) 7629-4670","Timor-Leste Red Cross Society","CVTL",,,,"Duyung","TL","Dili","Metinaro","Duyung (Sereia)",-8.52931,125.75351
"Mr.","Duarte","de Deus","Volunteer","duarte.dedeus@gmail.com","+(670) 7454-6749","Timor-Leste Red Cross Society","CVTL",,,,"Piron","TL","Bobonaro","Lolotoe","Lontas",-9.1412,125.22724
"Mr.","Domingos","Pinto","Volunteer","domingos.pinto@gmail.com","+(670) 4972-6701","Timor-Leste Red Cross Society","CVTL",,,,"Caunua","TL","Manatuto","Barique/Natarbora","Barique",-8.84709,126.06484
"Mr.","George","Maria","Volunteer","george.maria@yahoo.com","+(670) 2520-7125","Timor-Leste Red Cross Society","CVTL",,,,"Aidac","TL","Viqueque","Viqueque","Bahalarauain",-8.91113,126.28374
"Mr.","Sergio","Freitas","Volunteer","sergio.freitas@hotmail.com","+(670) 9904-3200","Timor-Leste Red Cross Society","CVTL",,,,"Kelisifu","TL","Liquiçá","Maubara","Vatuboro",-8.65358,125.11878
"Mr.","Ruben","Pereira","Volunteer","ruben.pereira@yahoo.com","+(670) 4244-3825","Timor-Leste Red Cross Society","CVTL",,,,"Soslodade","TL","Dili","Vera Cruz","Colmera",-8.55512,125.57259
"Mr.","Juliana","Vidigal dos Santos","Volunteer","juliana.vidigaldossantos@yahoo.com","+(670) 9508-6735","Timor-Leste Red Cross Society","CVTL",,,,"Tarmausoru","TL","Ermera","Railaco","Matata",-8.69496,125.397
"Ms.","Joel","Uva","Volunteer","joel.uva@yahoo.com","+(670) 2703-6145","Timor-Leste Red Cross Society","CVTL",,,,"Bilahuk","TL","Oecusse","Pante Macasar","Naimeco",-9.28631,124.36134
"Ms.","Guido","Belo","Volunteer","guido.belo@gmail.com","+(670) 7002-3364","Timor-Leste Red Cross Society","CVTL",,,,"Bahamori","TL","Baucau","Baucau","Gariuai",-8.53986,126.42382
"Ms.","Orlando","de Carvalho","Volunteer","orlando.decarvalho@yahoo.com","+(670) 5422-2421","Timor-Leste Red Cross Society","CVTL",,,,"Tomanamo","TL","Manufahi","Same","Letefoho",-8.98804,125.62828
